trial_index,solver_kind,seed,elapsed_ms,objective,feasible,violations,backend_type,overlap_violations,boundary_violations,assignment_violations,activation_consistency_violations,density_violations,other_violations
0,SolverKind.classical,123,158.7661,5.398387,0,55,ortools_cp_sat,55,0,0,0,0,0
0,SolverKind.hybrid,123,251631.3832,17.613889,0,10,simulated_annealing_fallback,10,0,0,0,0,0
