trial_index,solver_kind,seed,elapsed_ms,objective,feasible,violations,backend_type,placement_geometry_valid,solver_certified_geometry,overlap_violations,boundary_violations,assignment_violations,activation_consistency_violations,density_violations,other_violations
0,SolverKind.classical,123,78.4530,0.000000,0,1,ortools_cp_sat,0,0,0,0,0,0,0,1
0,SolverKind.hybrid,123,166801.8669,17.999731,0,37,simulated_annealing_fallback,1,1,36,0,0,0,1,0
